Cost,Path,Function-Type,Start,Iteration
1834,"['Penguins', 'Blue Jackets', 'Penguins', 'Rangers', 'Devils', 'Capitals', 'Hurricanes', 'Flyers', 'Islanders']",Simple,Penguins,3445
2127,"['Penguins', 'Flyers', 'Hurricanes', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Penguins', 'Blue Jackets']",Simple,Penguins,3446
2237,"['Penguins', 'Islanders', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Penguins,3447
2015,"['Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Penguins', 'Rangers', 'Devils', 'Islanders', 'Flyers']",Simple,Penguins,3448
2170,"['Penguins', 'Islanders', 'Rangers', 'Devils', 'Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Flyers']",Simple,Penguins,3449
1940,"['Penguins', 'Blue Jackets', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins']",Simple,Penguins,3450
2270,"['Penguins', 'Hurricanes', 'Capitals', 'Islanders', 'Blue Jackets', 'Penguins', 'Rangers', 'Devils', 'Flyers']",Simple,Penguins,3451
1356,"['Penguins', 'Blue Jackets', 'Penguins', 'Islanders', 'Rangers', 'Devils', 'Flyers', 'Capitals', 'Hurricanes']",Simple,Penguins,3452
1919,"['Penguins', 'Flyers', 'Penguins', 'Blue Jackets', 'Rangers', 'Islanders', 'Devils', 'Capitals', 'Hurricanes']",Simple,Penguins,3453
2014,"['Penguins', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Devils', 'Islanders']",Simple,Penguins,3454
2106,"['Penguins', 'Blue Jackets', 'Devils', 'Flyers', 'Capitals', 'Hurricanes', 'Islanders', 'Rangers', 'Penguins']",Simple,Penguins,3455
1921,"['Penguins', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Islanders', 'Rangers']",Simple,Penguins,3456
1635,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Penguins']",Simple,Penguins,3457
2132,"['Penguins', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Penguins', 'Devils', 'Islanders', 'Rangers', 'Flyers']",Simple,Penguins,3458
1687,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Devils', 'Penguins']",Simple,Penguins,3459
1783,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Devils']",Simple,Penguins,3460
1828,"['Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Flyers', 'Devils', 'Islanders', 'Rangers']",Simple,Penguins,3461
1982,"['Penguins', 'Blue Jackets', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Hurricanes', 'Capitals', 'Penguins']",Simple,Penguins,3462
1908,"['Penguins', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Flyers', 'Devils', 'Rangers']",Simple,Penguins,3463
2256,"['Penguins', 'Flyers', 'Islanders', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins', 'Devils', 'Rangers']",Simple,Penguins,3464
1714,"['Penguins', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Flyers', 'Islanders', 'Rangers', 'Devils']",Simple,Penguins,3465
2190,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Capitals', 'Penguins']",Simple,Penguins,3466
2033,"['Penguins', 'Flyers', 'Rangers', 'Islanders', 'Devils', 'Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets']",Simple,Penguins,3467
1974,"['Penguins', 'Devils', 'Capitals', 'Islanders', 'Rangers', 'Flyers', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Penguins,3468
1711,"['Penguins', 'Capitals', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Penguins,3469
1939,"['Penguins', 'Capitals', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Devils', 'Rangers', 'Flyers']",Simple,Penguins,3470
1808,"['Penguins', 'Capitals', 'Penguins', 'Blue Jackets', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Hurricanes']",Simple,Penguins,3471
2059,"['Penguins', 'Rangers', 'Islanders', 'Flyers', 'Devils', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Penguins']",Simple,Penguins,3472
2122,"['Penguins', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins']",Simple,Penguins,3473
1873,"['Penguins', 'Flyers', 'Islanders', 'Rangers', 'Devils', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Penguins,3474
2118,"['Penguins', 'Blue Jackets', 'Flyers', 'Devils', 'Islanders', 'Rangers', 'Capitals', 'Hurricanes', 'Penguins']",Simple,Penguins,3475
1438,"['Penguins', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Islanders', 'Devils', 'Flyers', 'Hurricanes']",Simple,Penguins,3476
1873,"['Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Penguins']",Simple,Penguins,3477
1788,"['Penguins', 'Rangers', 'Devils', 'Flyers', 'Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Penguins,3478
2037,"['Penguins', 'Capitals', 'Rangers', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes', 'Flyers', 'Devils']",Simple,Penguins,3479
2345,"['Penguins', 'Devils', 'Capitals', 'Flyers', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Islanders', 'Rangers']",Simple,Penguins,3480
2006,"['Penguins', 'Capitals', 'Penguins', 'Blue Jackets', 'Islanders', 'Flyers', 'Rangers', 'Devils', 'Hurricanes']",Simple,Penguins,3481
1631,"['Penguins', 'Flyers', 'Devils', 'Rangers', 'Islanders', 'Capitals', 'Hurricanes', 'Blue Jackets', 'Penguins']",Simple,Penguins,3482
2026,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Islanders', 'Capitals', 'Flyers', 'Devils', 'Rangers']",Simple,Penguins,3483
1757,"['Penguins', 'Blue Jackets', 'Penguins', 'Devils', 'Capitals', 'Hurricanes', 'Flyers', 'Islanders', 'Rangers']",Simple,Penguins,3484
2366,"['Penguins', 'Hurricanes', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Capitals', 'Blue Jackets', 'Penguins']",Simple,Penguins,3485
2047,"['Penguins', 'Capitals', 'Rangers', 'Devils', 'Flyers', 'Islanders', 'Penguins', 'Hurricanes', 'Blue Jackets']",Simple,Penguins,3486
2163,"['Penguins', 'Islanders', 'Capitals', 'Devils', 'Flyers', 'Rangers', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Penguins,3487
2126,"['Penguins', 'Devils', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Flyers', 'Rangers', 'Islanders']",Simple,Penguins,3488
1530,"['Penguins', 'Blue Jackets', 'Penguins', 'Devils', 'Rangers', 'Flyers', 'Islanders', 'Capitals', 'Hurricanes']",Simple,Penguins,3489
1648,"['Penguins', 'Devils', 'Islanders', 'Rangers', 'Flyers', 'Capitals', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Penguins,3490
2384,"['Penguins', 'Devils', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Capitals', 'Islanders', 'Rangers', 'Flyers']",Simple,Penguins,3491
1933,"['Penguins', 'Devils', 'Rangers', 'Flyers', 'Capitals', 'Islanders', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Penguins,3492
1939,"['Penguins', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Devils', 'Hurricanes', 'Flyers', 'Islanders']",Simple,Penguins,3493
1934,"['Penguins', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Devils', 'Flyers', 'Rangers', 'Islanders', 'Penguins']",Simple,Penguins,3494
1797,"['Penguins', 'Devils', 'Flyers', 'Capitals', 'Islanders', 'Rangers', 'Penguins', 'Blue Jackets', 'Hurricanes']",Simple,Penguins,3495
1906,"['Penguins', 'Rangers', 'Flyers', 'Devils', 'Islanders', 'Capitals', 'Blue Jackets', 'Penguins', 'Hurricanes']",Simple,Penguins,3496
2162,"['Penguins', 'Blue Jackets', 'Penguins', 'Islanders', 'Flyers', 'Rangers', 'Capitals', 'Devils', 'Hurricanes']",Simple,Penguins,3497
1843,"['Penguins', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Capitals', 'Devils', 'Islanders', 'Flyers', 'Rangers']",Simple,Penguins,3498
1911,"['Penguins', 'Capitals', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Hurricanes', 'Penguins', 'Blue Jackets']",Simple,Penguins,3499
2179,"['Penguins', 'Islanders', 'Devils', 'Flyers', 'Capitals', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Rangers']",Simple,Penguins,3500
1393,"['Penguins', 'Blue Jackets', 'Penguins', 'Rangers', 'Islanders', 'Flyers', 'Devils', 'Capitals', 'Hurricanes']",Random,Penguins,3501
3127,"['Penguins', 'Hurricanes', 'Penguins', 'Flyers', 'Rangers', 'Capitals', 'Devils', 'Blue Jackets', 'Islanders']",Random,Penguins,3502
2943,"['Penguins', 'Capitals', 'Flyers', 'Rangers', 'Blue Jackets', 'Islanders', 'Hurricanes', 'Devils', 'Penguins']",Random,Penguins,3503
3079,"['Penguins', 'Flyers', 'Blue Jackets', 'Devils', 'Capitals', 'Rangers', 'Hurricanes', 'Penguins', 'Islanders']",Random,Penguins,3504
2433,"['Penguins', 'Rangers', 'Flyers', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Devils', 'Penguins']",Random,Penguins,3505
2944,"['Penguins', 'Capitals', 'Islanders', 'Flyers', 'Blue Jackets', 'Rangers', 'Penguins', 'Hurricanes', 'Devils']",Random,Penguins,3506
2955,"['Penguins', 'Hurricanes', 'Islanders', 'Blue Jackets', 'Rangers', 'Flyers', 'Capitals', 'Penguins', 'Devils']",Random,Penguins,3507
3025,"['Penguins', 'Flyers', 'Blue Jackets', 'Devils', 'Penguins', 'Hurricanes', 'Rangers', 'Islanders', 'Capitals']",Random,Penguins,3508
2879,"['Penguins', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Islanders', 'Blue Jackets', 'Devils', 'Penguins']",Random,Penguins,3509
2915,"['Penguins', 'Rangers', 'Capitals', 'Flyers', 'Devils', 'Blue Jackets', 'Hurricanes', 'Penguins', 'Islanders']",Random,Penguins,3510
2285,"['Penguins', 'Flyers', 'Rangers', 'Islanders', 'Capitals', 'Hurricanes', 'Penguins', 'Devils', 'Blue Jackets']",Random,Penguins,3511
2048,"['Penguins', 'Islanders', 'Devils', 'Flyers', 'Rangers', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Penguins']",Random,Penguins,3512
2227,"['Penguins', 'Blue Jackets', 'Islanders', 'Flyers', 'Devils', 'Capitals', 'Penguins', 'Rangers', 'Hurricanes']",Random,Penguins,3513
2380,"['Penguins', 'Blue Jackets', 'Flyers', 'Hurricanes', 'Devils', 'Capitals', 'Islanders', 'Rangers', 'Penguins']",Random,Penguins,3514
2262,"['Penguins', 'Capitals', 'Flyers', 'Devils', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Rangers']",Random,Penguins,3515
3602,"['Penguins', 'Islanders', 'Penguins', 'Hurricanes', 'Rangers', 'Capitals', 'Flyers', 'Blue Jackets', 'Devils']",Random,Penguins,3516
3106,"['Penguins', 'Capitals', 'Devils', 'Hurricanes', 'Rangers', 'Flyers', 'Blue Jackets', 'Islanders', 'Penguins']",Random,Penguins,3517
2725,"['Penguins', 'Hurricanes', 'Islanders', 'Penguins', 'Capitals', 'Blue Jackets', 'Flyers', 'Rangers', 'Devils']",Random,Penguins,3518
2921,"['Penguins', 'Flyers', 'Penguins', 'Devils', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Capitals', 'Rangers']",Random,Penguins,3519
3270,"['Penguins', 'Flyers', 'Blue Jackets', 'Islanders', 'Capitals', 'Hurricanes', 'Rangers', 'Penguins', 'Devils']",Random,Penguins,3520
2571,"['Penguins', 'Rangers', 'Islanders', 'Capitals', 'Devils', 'Blue Jackets', 'Flyers', 'Penguins', 'Hurricanes']",Random,Penguins,3521
2081,"['Penguins', 'Blue Jackets', 'Flyers', 'Devils', 'Capitals', 'Hurricanes', 'Penguins', 'Islanders', 'Rangers']",Random,Penguins,3522
2581,"['Penguins', 'Capitals', 'Penguins', 'Rangers', 'Flyers', 'Islanders', 'Hurricanes', 'Blue Jackets', 'Devils']",Random,Penguins,3523
2380,"['Penguins', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Penguins', 'Islanders', 'Capitals', 'Flyers', 'Devils']",Random,Penguins,3524
2080,"['Penguins', 'Flyers', 'Islanders', 'Devils', 'Rangers', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Capitals']",Random,Penguins,3525
2197,"['Penguins', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Blue Jackets', 'Capitals', 'Hurricanes', 'Penguins']",Random,Penguins,3526
2981,"['Penguins', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Devils', 'Penguins', 'Islanders', 'Capitals', 'Flyers']",Random,Penguins,3527
2415,"['Penguins', 'Flyers', 'Devils', 'Capitals', 'Rangers', 'Blue Jackets', 'Penguins', 'Islanders', 'Hurricanes']",Random,Penguins,3528
2343,"['Penguins', 'Devils', 'Flyers', 'Penguins', 'Islanders', 'Rangers', 'Hurricanes', 'Capitals', 'Blue Jackets']",Random,Penguins,3529
2316,"['Penguins', 'Rangers', 'Blue Jackets', 'Penguins', 'Capitals', 'Hurricanes', 'Islanders', 'Devils', 'Flyers']",Random,Penguins,3530
2188,"['Penguins', 'Blue Jackets', 'Islanders', 'Penguins', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Hurricanes']",Random,Penguins,3531
2246,"['Penguins', 'Devils', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Flyers', 'Islanders', 'Hurricanes']",Random,Penguins,3532
1815,"['Penguins', 'Blue Jackets', 'Capitals', 'Penguins', 'Devils', 'Rangers', 'Islanders', 'Flyers', 'Hurricanes']",Random,Penguins,3533
3043,"['Penguins', 'Rangers', 'Blue Jackets', 'Flyers', 'Capitals', 'Devils', 'Penguins', 'Hurricanes', 'Islanders']",Random,Penguins,3534
2641,"['Penguins', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Islanders', 'Penguins', 'Flyers', 'Rangers', 'Devils']",Random,Penguins,3535
3018,"['Penguins', 'Islanders', 'Flyers', 'Penguins', 'Capitals', 'Blue Jackets', 'Rangers', 'Hurricanes', 'Devils']",Random,Penguins,3536
2967,"['Penguins', 'Islanders', 'Hurricanes', 'Devils', 'Penguins', 'Flyers', 'Capitals', 'Rangers', 'Blue Jackets']",Random,Penguins,3537
2780,"['Penguins', 'Islanders', 'Blue Jackets', 'Penguins', 'Flyers', 'Hurricanes', 'Devils', 'Capitals', 'Rangers']",Random,Penguins,3538
2763,"['Penguins', 'Devils', 'Capitals', 'Islanders', 'Hurricanes', 'Flyers', 'Blue Jackets', 'Penguins', 'Rangers']",Random,Penguins,3539
2722,"['Penguins', 'Islanders', 'Rangers', 'Blue Jackets', 'Devils', 'Capitals', 'Hurricanes', 'Penguins', 'Flyers']",Random,Penguins,3540
2658,"['Penguins', 'Islanders', 'Devils', 'Penguins', 'Blue Jackets', 'Rangers', 'Hurricanes', 'Flyers', 'Capitals']",Random,Penguins,3541
2789,"['Penguins', 'Capitals', 'Devils', 'Penguins', 'Rangers', 'Blue Jackets', 'Flyers', 'Islanders', 'Hurricanes']",Random,Penguins,3542
2243,"['Penguins', 'Capitals', 'Blue Jackets', 'Rangers', 'Devils', 'Islanders', 'Flyers', 'Penguins', 'Hurricanes']",Random,Penguins,3543
3070,"['Penguins', 'Islanders', 'Penguins', 'Devils', 'Hurricanes', 'Capitals', 'Flyers', 'Blue Jackets', 'Rangers']",Random,Penguins,3544
2391,"['Penguins', 'Rangers', 'Hurricanes', 'Devils', 'Flyers', 'Capitals', 'Islanders', 'Penguins', 'Blue Jackets']",Random,Penguins,3545
3035,"['Penguins', 'Flyers', 'Hurricanes', 'Penguins', 'Rangers', 'Blue Jackets', 'Devils', 'Capitals', 'Islanders']",Random,Penguins,3546
2975,"['Penguins', 'Flyers', 'Rangers', 'Hurricanes', 'Penguins', 'Capitals', 'Islanders', 'Blue Jackets', 'Devils']",Random,Penguins,3547
2366,"['Penguins', 'Hurricanes', 'Rangers', 'Flyers', 'Devils', 'Islanders', 'Penguins', 'Blue Jackets', 'Capitals']",Random,Penguins,3548
2647,"['Penguins', 'Devils', 'Rangers', 'Capitals', 'Flyers', 'Hurricanes', 'Islanders', 'Penguins', 'Blue Jackets']",Random,Penguins,3549
3536,"['Penguins', 'Devils', 'Blue Jackets', 'Rangers', 'Capitals', 'Penguins', 'Islanders', 'Hurricanes', 'Flyers']",Random,Penguins,3550
1779,"['Penguins', 'Blue Jackets', 'Penguins', 'Hurricanes', 'Flyers', 'Capitals', 'Rangers', 'Islanders', 'Devils']",Random,Penguins,3551
2470,"['Penguins', 'Blue Jackets', 'Flyers', 'Devils', 'Penguins', 'Rangers', 'Hurricanes', 'Capitals', 'Islanders']",Random,Penguins,3552
2790,"['Penguins', 'Rangers', 'Flyers', 'Penguins', 'Hurricanes', 'Islanders', 'Devils', 'Blue Jackets', 'Capitals']",Random,Penguins,3553
2331,"['Penguins', 'Rangers', 'Islanders', 'Penguins', 'Capitals', 'Hurricanes', 'Flyers', 'Devils', 'Blue Jackets']",Random,Penguins,3554
2941,"['Penguins', 'Flyers', 'Rangers', 'Blue Jackets', 'Islanders', 'Hurricanes', 'Capitals', 'Penguins', 'Devils']",Random,Penguins,3555
2269,"['Penguins', 'Hurricanes', 'Capitals', 'Islanders', 'Rangers', 'Penguins', 'Devils', 'Flyers', 'Blue Jackets']",Random,Penguins,3556
2131,"['Penguins', 'Capitals', 'Flyers', 'Penguins', 'Devils', 'Islanders', 'Rangers', 'Blue Jackets', 'Hurricanes']",Random,Penguins,3557
3081,"['Penguins', 'Flyers', 'Islanders', 'Hurricanes', 'Devils', 'Penguins', 'Rangers', 'Blue Jackets', 'Capitals']",Random,Penguins,3558
2459,"['Penguins', 'Islanders', 'Hurricanes', 'Blue Jackets', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Penguins']",Random,Penguins,3559
2580,"['Penguins', 'Capitals', 'Penguins', 'Devils', 'Rangers', 'Flyers', 'Blue Jackets', 'Islanders', 'Hurricanes']",Random,Penguins,3560
2225,"['Penguins', 'Rangers', 'Hurricanes', 'Capitals', 'Penguins', 'Blue Jackets', 'Flyers', 'Devils', 'Islanders']",Random,Penguins,3561
3060,"['Penguins', 'Islanders', 'Blue Jackets', 'Flyers', 'Rangers', 'Capitals', 'Devils', 'Penguins', 'Hurricanes']",Random,Penguins,3562
3107,"['Penguins', 'Flyers', 'Penguins', 'Rangers', 'Blue Jackets', 'Capitals', 'Devils', 'Hurricanes', 'Islanders']",Random,Penguins,3563
3018,"['Penguins', 'Rangers', 'Hurricanes', 'Islanders', 'Flyers', 'Blue Jackets', 'Capitals', 'Penguins', 'Devils']",Random,Penguins,3564
2852,"['Penguins', 'Rangers', 'Hurricanes', 'Blue Jackets', 'Devils', 'Penguins', 'Flyers', 'Islanders', 'Capitals']",Random,Penguins,3565
1990,"['Penguins', 'Islanders', 'Rangers', 'Devils', 'Hurricanes', 'Flyers', 'Capitals', 'Penguins', 'Blue Jackets']",Random,Penguins,3566
2279,"['Penguins', 'Devils', 'Capitals', 'Rangers', 'Islanders', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Penguins']",Random,Penguins,3567
2248,"['Penguins', 'Flyers', 'Rangers', 'Devils', 'Capitals', 'Hurricanes', 'Islanders', 'Blue Jackets', 'Penguins']",Random,Penguins,3568
3155,"['Penguins', 'Blue Jackets', 'Rangers', 'Capitals', 'Islanders', 'Hurricanes', 'Devils', 'Penguins', 'Flyers']",Random,Penguins,3569
2645,"['Penguins', 'Hurricanes', 'Penguins', 'Rangers', 'Blue Jackets', 'Capitals', 'Islanders', 'Devils', 'Flyers']",Random,Penguins,3570
2853,"['Penguins', 'Islanders', 'Blue Jackets', 'Capitals', 'Flyers', 'Penguins', 'Hurricanes', 'Devils', 'Rangers']",Random,Penguins,3571
2426,"['Penguins', 'Islanders', 'Rangers', 'Flyers', 'Penguins', 'Devils', 'Blue Jackets', 'Hurricanes', 'Capitals']",Random,Penguins,3572
2817,"['Penguins', 'Devils', 'Flyers', 'Penguins', 'Hurricanes', 'Capitals', 'Islanders', 'Blue Jackets', 'Rangers']",Random,Penguins,3573
3066,"['Penguins', 'Flyers', 'Hurricanes', 'Capitals', 'Islanders', 'Penguins', 'Devils', 'Blue Jackets', 'Rangers']",Random,Penguins,3574
3150,"['Penguins', 'Flyers', 'Blue Jackets', 'Capitals', 'Islanders', 'Hurricanes', 'Devils', 'Penguins', 'Rangers']",Random,Penguins,3575
1941,"['Penguins', 'Islanders', 'Capitals', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Blue Jackets', 'Hurricanes']",Random,Penguins,3576
2402,"['Penguins', 'Islanders', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Penguins', 'Devils', 'Rangers']",Random,Penguins,3577
2857,"['Penguins', 'Flyers', 'Devils', 'Penguins', 'Islanders', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Rangers']",Random,Penguins,3578
2637,"['Penguins', 'Flyers', 'Blue Jackets', 'Hurricanes', 'Islanders', 'Devils', 'Capitals', 'Rangers', 'Penguins']",Random,Penguins,3579
2195,"['Penguins', 'Hurricanes', 'Capitals', 'Penguins', 'Devils', 'Islanders', 'Flyers', 'Rangers', 'Blue Jackets']",Random,Penguins,3580
3240,"['Penguins', 'Flyers', 'Capitals', 'Islanders', 'Blue Jackets', 'Devils', 'Penguins', 'Hurricanes', 'Rangers']",Random,Penguins,3581
1636,"['Penguins', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Islanders', 'Rangers', 'Devils', 'Flyers', 'Penguins']",Random,Penguins,3582
2146,"['Penguins', 'Blue Jackets', 'Penguins', 'Islanders', 'Capitals', 'Flyers', 'Hurricanes', 'Devils', 'Rangers']",Random,Penguins,3583
2386,"['Penguins', 'Devils', 'Islanders', 'Flyers', 'Penguins', 'Hurricanes', 'Capitals', 'Rangers', 'Blue Jackets']",Random,Penguins,3584
2528,"['Penguins', 'Rangers', 'Devils', 'Hurricanes', 'Capitals', 'Islanders', 'Penguins', 'Blue Jackets', 'Flyers']",Random,Penguins,3585
2905,"['Penguins', 'Islanders', 'Hurricanes', 'Rangers', 'Penguins', 'Flyers', 'Devils', 'Capitals', 'Blue Jackets']",Random,Penguins,3586
3135,"['Penguins', 'Flyers', 'Penguins', 'Islanders', 'Blue Jackets', 'Rangers', 'Hurricanes', 'Capitals', 'Devils']",Random,Penguins,3587
2986,"['Penguins', 'Devils', 'Hurricanes', 'Rangers', 'Blue Jackets', 'Penguins', 'Islanders', 'Capitals', 'Flyers']",Random,Penguins,3588
2652,"['Penguins', 'Islanders', 'Blue Jackets', 'Penguins', 'Capitals', 'Rangers', 'Hurricanes', 'Flyers', 'Devils']",Random,Penguins,3589
2407,"['Penguins', 'Hurricanes', 'Capitals', 'Rangers', 'Flyers', 'Penguins', 'Islanders', 'Devils', 'Blue Jackets']",Random,Penguins,3590
2271,"['Penguins', 'Islanders', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Capitals', 'Flyers', 'Devils', 'Rangers']",Random,Penguins,3591
2663,"['Penguins', 'Rangers', 'Blue Jackets', 'Islanders', 'Devils', 'Capitals', 'Flyers', 'Penguins', 'Hurricanes']",Random,Penguins,3592
2924,"['Penguins', 'Rangers', 'Islanders', 'Penguins', 'Devils', 'Hurricanes', 'Flyers', 'Blue Jackets', 'Capitals']",Random,Penguins,3593
2713,"['Penguins', 'Rangers', 'Hurricanes', 'Flyers', 'Islanders', 'Penguins', 'Blue Jackets', 'Devils', 'Capitals']",Random,Penguins,3594
2016,"['Penguins', 'Flyers', 'Penguins', 'Blue Jackets', 'Capitals', 'Islanders', 'Rangers', 'Devils', 'Hurricanes']",Random,Penguins,3595
2599,"['Penguins', 'Rangers', 'Flyers', 'Hurricanes', 'Capitals', 'Blue Jackets', 'Devils', 'Islanders', 'Penguins']",Random,Penguins,3596
2452,"['Penguins', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Devils', 'Rangers', 'Flyers', 'Penguins', 'Islanders']",Random,Penguins,3597
2463,"['Penguins', 'Devils', 'Islanders', 'Hurricanes', 'Penguins', 'Capitals', 'Flyers', 'Rangers', 'Blue Jackets']",Random,Penguins,3598
2619,"['Penguins', 'Rangers', 'Devils', 'Penguins', 'Flyers', 'Capitals', 'Blue Jackets', 'Hurricanes', 'Islanders']",Random,Penguins,3599
3072,"['Penguins', 'Flyers', 'Islanders', 'Hurricanes', 'Devils', 'Penguins', 'Rangers', 'Capitals', 'Blue Jackets']",Random,Penguins,3600
2376,"['Penguins', 'Rangers', 'Islanders', 'Devils', 'Blue Jackets', 'Capitals', 'Penguins', 'Flyers', 'Hurricanes']",Random,Penguins,3601
2694,"['Penguins', 'Hurricanes', 'Rangers', 'Islanders', 'Penguins', 'Devils', 'Capitals', 'Flyers', 'Blue Jackets']",Random,Penguins,3602
2736,"['Penguins', 'Islanders', 'Capitals', 'Penguins', 'Devils', 'Rangers', 'Blue Jackets', 'Hurricanes', 'Flyers']",Random,Penguins,3603
2047,"['Penguins', 'Capitals', 'Islanders', 'Flyers', 'Rangers', 'Devils', 'Penguins', 'Hurricanes', 'Blue Jackets']",Random,Penguins,3604
3103,"['Penguins', 'Islanders', 'Hurricanes', 'Rangers', 'Penguins', 'Devils', 'Capitals', 'Flyers', 'Blue Jackets']",Random,Penguins,3605
2444,"['Penguins', 'Rangers', 'Blue Jackets', 'Penguins', 'Devils', 'Flyers', 'Hurricanes', 'Capitals', 'Islanders']",Random,Penguins,3606
3305,"['Penguins', 'Hurricanes', 'Islanders', 'Blue Jackets', 'Flyers', 'Penguins', 'Devils', 'Rangers', 'Capitals']",Random,Penguins,3607
2429,"['Penguins', 'Rangers', 'Flyers', 'Devils', 'Capitals', 'Penguins', 'Hurricanes', 'Blue Jackets', 'Islanders']",Random,Penguins,3608
3101,"['Penguins', 'Devils', 'Hurricanes', 'Flyers', 'Penguins', 'Rangers', 'Blue Jackets', 'Capitals', 'Islanders']",Random,Penguins,3609
2789,"['Penguins', 'Rangers', 'Capitals', 'Devils', 'Hurricanes', 'Penguins', 'Blue Jackets', 'Flyers', 'Islanders']",Random,Penguins,3610
2364,"['Penguins', 'Hurricanes', 'Islanders', 'Flyers', 'Devils', 'Rangers', 'Capitals', 'Blue Jackets', 'Penguins']",Random,Penguins,3611
2793,"['Penguins', 'Capitals', 'Rangers', 'Flyers', 'Penguins', 'Islanders', 'Blue Jackets', 'Hurricanes', 'Devils']",Random,Penguins,3612
2712,"['Penguins', 'Devils', 'Blue Jackets', 'Hurricanes', 'Capitals', 'Islanders', 'Penguins', 'Rangers', 'Flyers']",Random,Penguins,3613
